caseid,timetoentry,entry,priorvote,democrat,south,warchest
528,67,0,.75999999,1,0,.115419
2201,89,0,.69999999,1,0,.264406
2204,53,0,.72000003,1,0,.21450301
3324,26,0,.72000003,0,0,.124918
4409,53,0,.63,1,1,.23290201
4220,63,0,.69999999,1,1,.058065001
2305,84,0,.69999999,1,0,.26325899
4608,26,0,.69,0,0,.198073
4205,31,1,.60000002,1,1,.30616301
3326,89,0,.75,0,0,.048025999
1802,65,0,.80000001,1,0,.011808
509,26,0,.72000003,1,0,.20902701
3410,71,0,.70999998,0,0,.144495
513,26,0,.67000002,1,0,.33374801
3011,53,0,.69999999,0,0,.168001
513,65,0,.67000002,1,0,.331947
4704,53,0,.61000001,1,0,.48123601
207,53,0,.67000002,1,1,.12527101
1410,26,0,.72000003,0,0,.116176
4704,56,0,.61000001,1,0,.47923699
2700,26,0,.69999999,1,0,.25395599
3322,65,0,.69999999,0,0,.16445599
2117,78,0,.69999999,1,0,.25388601
3013,6,1,.69,0,0,.18873499
901,66,0,.66000003,1,1,.147085
3302,65,0,.61000001,1,0,.47681701
706,83,1,.66000003,0,0,.26256299
3322,89,1,.69999999,0,0,.162103
1001,70,0,.67000002,1,1,.120335
545,26,0,.74000001,0,0,.061875001
3713,53,0,.66000003,0,0,.26084599
3302,26,0,.61000001,1,0,.47475499
601,55,0,.69,1,0,.274959
403,75,0,.68000001,0,0,.210144
1904,65,0,.68000001,1,0,.299413
521,26,0,.69,0,0,.182124
4212,26,0,.70999998,1,1,.015703
1602,54,0,.73000002,1,0,.170315
2104,59,0,.69999999,0,0,.155371
1007,43,0,.63999999,1,1,.188087
3406,71,0,.74000001,0,0,.054852001
3322,53,0,.69999999,0,0,.15354601
3713,26,0,.66000003,0,0,.251912
4704,26,0,.61000001,1,0,.465978
4204,26,0,.66000003,1,1,.13485301
545,53,0,.74000001,0,0,.051383998
3413,18,0,.69,1,0,.265008
3417,53,0,.76999998,1,0,.065422997
2204,26,0,.72000003,1,0,.189834
3322,26,0,.69999999,0,0,.15017299
4506,53,0,.67000002,1,0,.31428
201,75,0,.58999997,0,1,.217207
521,52,0,.69,0,0,.17300899
4506,65,0,.67000002,1,0,.31090501
4223,18,0,.63999999,1,1,.179464
1902,78,0,.70999998,0,0,.120952
539,75,1,.73000002,0,0,.070798002
3417,65,0,.76999998,1,0,.060394
1001,65,0,.67000002,1,1,.102396
3415,26,0,.75,0,0,.01887
1902,53,0,.70999998,0,0,.118613
4508,53,0,.69999999,0,0,.14351501
4508,65,0,.69999999,0,0,.142809
2117,53,0,.69999999,1,0,.23215599
4212,53,0,.70999998,1,1,.001217
4408,26,0,.62,0,1,.136051
4409,26,0,.63,1,1,.200487
4703,71,0,.74000001,1,0,.131872
505,53,0,.75999999,1,0,.081231996
3417,71,0,.76999998,1,0,.056239001
2305,53,0,.69999999,1,0,.230656
2104,53,0,.69999999,0,0,.140891
601,53,0,.69,1,0,.25529701
603,20,0,.77999997,1,0,.030270001
3406,65,0,.74000001,0,0,.040539999
2305,78,0,.69999999,1,0,.22974201
2305,65,0,.69999999,1,0,.229266
3410,65,0,.70999998,0,0,.113293
528,26,0,.75999999,1,0,.077895999
704,65,0,.70999998,0,0,.113031
535,53,0,.69999999,0,0,.137805
1902,26,0,.70999998,0,0,.112273
2201,26,0,.69999999,1,0,.225427
601,26,0,.69,1,0,.250054
2206,74,0,.63,1,0,.39939401
1804,74,0,.69999999,1,0,.22436599
528,53,0,.75999999,1,0,.074156001
201,65,0,.58999997,0,1,.20287099
3417,26,0,.76999998,1,0,.049015
4408,51,1,.62,0,1,.12642901
2117,65,0,.69999999,1,0,.221439
3414,71,1,.74000001,1,0,.121635
4108,83,0,.62,1,1,.215066
1007,26,0,.63999999,1,1,.16507
1001,53,0,.67000002,1,1,.089264996
535,56,0,.69999999,0,0,.130697
3410,53,0,.70999998,0,0,.105581
3716,53,0,.73000002,0,0,.05548
3716,65,0,.73000002,0,0,.055103999
1001,26,0,.67000002,1,1,.088399999
207,26,0,.67000002,1,1,.087587997
1904,53,0,.68000001,1,0,.26824901
4607,78,0,.61000001,1,0,.44286001
3302,53,0,.61000001,1,0,.44270501
3601,26,0,.69,1,0,.242212
528,65,0,.75999999,1,0,.067469001
403,65,0,.68000001,0,0,.176929
3716,72,0,.73000002,0,0,.052118
1902,65,0,.70999998,0,0,.101982
706,65,0,.66000003,0,0,.22581699
4507,90,0,.75999999,1,0,.065805003
706,53,0,.66000003,0,0,.225633
539,26,0,.73000002,0,0,.050855
3419,71,0,.69999999,1,0,.214349
545,65,0,.74000001,0,0,.025056001
704,53,0,.70999998,0,0,.099036001
1602,53,0,.73000002,1,0,.138109
539,65,0,.73000002,0,0,.048209999
3410,26,0,.70999998,0,0,.098004997
2109,74,0,.69,0,0,.14779601
4607,80,1,.61000001,1,0,.436232
3315,76,0,.61000001,0,0,.34623
545,75,0,.74000001,0,0,.020865001
4108,78,0,.62,1,1,.20383701
1906,26,0,.75,1,0,.084532999
4507,65,0,.75999999,1,0,.057932001
4220,26,0,.69999999,1,1,.001165
3505,80,1,.72000003,0,0,.066688001
3329,53,0,.68000001,0,0,.16518
3505,65,0,.72000003,0,0,.065045998
539,53,0,.73000002,0,0,.038741998
4508,26,0,.69999999,0,0,.112421
3505,78,0,.72000003,0,0,.061326999
4507,53,0,.75999999,1,0,.050581999
535,26,0,.69999999,0,0,.109981
3505,53,0,.72000003,0,0,.059927002
2109,53,0,.69,0,0,.133864
901,65,0,.66000003,1,1,.092087999
505,26,0,.75999999,1,0,.048106
3329,89,0,.68000001,0,0,.158136
401,65,0,.72000003,0,0,.057985999
4108,65,0,.62,1,1,.18880101
3716,26,0,.73000002,0,0,.030471999
3406,53,0,.74000001,0,0,.0053329999
1602,26,0,.73000002,1,0,.118818
3406,26,0,.74000001,0,0,.0041209999
4703,65,0,.74000001,1,0,.092533998
4506,26,0,.67000002,1,0,.26204199
2107,78,0,.75,1,0,.062334001
901,53,0,.66000003,1,1,.080789
401,78,0,.72000003,0,0,.047403
1906,53,0,.75,1,0,.061305001
3414,65,0,.74000001,1,0,.085152999
2104,26,0,.69999999,0,0,.094633996
901,26,0,.66000003,1,1,.077965997
2109,26,0,.69,0,0,.119503
1603,53,0,.73000002,0,0,.019146999
3419,26,0,.69999999,1,0,.18207601
3419,65,0,.69999999,1,0,.18144301
1509,71,0,.69999999,1,0,.180503
4703,53,0,.74000001,1,0,.079977997
1603,65,0,.73000002,0,0,.015407
201,53,0,.58999997,0,1,.15857001
3329,65,0,.68000001,0,0,.13941
1603,73,0,.73000002,0,0,.014001
4701,24,0,.74000001,1,0,.078502998
3014,53,0,.67000002,1,0,.25186801
3505,26,0,.72000003,0,0,.037369002
3604,72,0,.70999998,1,0,.14775001
1413,53,0,.69999999,0,0,.082337998
403,26,0,.68000001,0,0,.132232
2109,65,0,.69,0,0,.107272
3704,72,0,.69,1,0,.196702
4506,90,0,.67000002,1,0,.24627
1603,26,0,.73000002,0,0,.0070659998
1804,65,0,.69999999,1,0,.171032
1509,65,0,.69999999,1,0,.170909
3419,53,0,.69999999,1,0,.170909
403,53,0,.68000001,0,0,.131034
2305,26,0,.69999999,1,0,.170441
3329,78,0,.68000001,0,0,.130777
2206,65,0,.63,1,0,.34498
1413,64,0,.69999999,0,0,.079728998
4603,67,0,.68000001,0,0,.129186
3014,65,0,.67000002,1,0,.24339999
3329,26,0,.68000001,0,0,.12610599
201,26,0,.58999997,0,1,.142588
3315,65,0,.61000001,0,0,.29799801
4703,26,0,.74000001,1,0,.063026004
402,71,0,.73000002,1,0,.087732002
4108,53,0,.62,1,1,.15330499
517,19,0,.70999998,0,0,.044091001
3414,26,0,.74000001,1,0,.058531001
4507,26,0,.75999999,1,0,.0078360001
1420,47,0,.68000001,1,0,.206525
3704,53,0,.69,1,0,.181189
3704,65,0,.69,1,0,.180454
401,53,0,.72000003,0,0,.015541
2107,84,0,.75,1,0,.029902
1413,26,0,.69999999,0,0,.064759001
402,53,0,.73000002,1,0,.075879
401,26,0,.72000003,0,0,.011031
704,26,0,.70999998,0,0,.035873
3414,53,0,.74000001,1,0,.050446998
2606,58,0,.62,0,1,.053847
401,89,0,.72000003,0,0,.010157
2107,65,0,.75,1,0,.024651
2117,26,0,.69999999,1,0,.148976
1906,63,0,.75,1,0,.024011999
1409,53,0,.66000003,1,0,.24703699
402,65,0,.73000002,1,0,.069753997
1420,26,0,.68000001,1,0,.194004
3704,26,0,.69,1,0,.16806801
4406,65,0,.63,1,1,.109767
4607,65,0,.61000001,1,0,.36432299
2107,53,0,.75,1,0,.014626
1806,78,0,.69,1,0,.162063
2206,53,0,.63,1,0,.310976
2606,53,0,.62,0,1,.039997999
1509,53,0,.69999999,1,0,.135217
1904,26,0,.68000001,1,0,.18455701
2402,75,0,.63999999,1,1,.078106001
3604,65,0,.70999998,1,0,.109065
4605,80,0,.63999999,1,0,.28208199
4406,76,0,.63,1,1,.100206
2309,66,0,.67000002,1,0,.205651
3604,53,0,.70999998,1,0,.10552
541,1,0,.66000003,0,0,.13989399
4603,53,0,.68000001,0,0,.089133002
706,26,0,.66000003,0,0,.139028
4000,24,1,.70999998,1,0,.103248
2402,65,0,.63999999,1,1,.071497999
2107,26,0,.75,1,0,.00151
3002,75,0,.64999998,1,0,.250664
2610,63,0,.61000001,0,1,.054673001
402,26,0,.73000002,1,0,.050310999
1804,53,0,.69999999,1,0,.122667
1806,65,0,.69,1,0,.14731801
2610,53,0,.61000001,0,1,.048691001
1509,26,0,.69999999,1,0,.118807
2606,26,0,.62,0,1,.021795999
1806,79,0,.69,1,0,.14091299
1903,26,0,.72000003,1,0,.064011
4603,65,0,.68000001,0,0,.070211001
4102,83,0,.56,0,1,.162974
3315,53,0,.61000001,0,0,.243935
526,26,0,.69999999,1,0,.108397
4603,26,0,.68000001,0,0,.06724
2301,26,0,.70999998,1,0,.081404999
2206,26,0,.63,1,0,.280875
2610,26,0,.61000001,0,1,.034662001
4402,76,0,.60000002,1,1,.14774901
2301,71,0,.70999998,1,0,.078833997
4605,78,0,.63999999,1,0,.252754
4103,78,0,.56999999,1,1,.22133601
518,75,0,.69,1,0,.127525
3604,26,0,.70999998,1,0,.077473998
2309,65,0,.67000002,1,0,.175871
4103,83,0,.56999999,1,1,.21890099
1804,26,0,.69999999,1,0,.098582998
2301,53,0,.70999998,1,0,.071878001
512,75,0,.50999999,0,0,.478374
4201,49,0,.62,1,1,.086925998
3014,26,0,.67000002,1,0,.167088
2302,35,0,.66000003,0,0,.101311
1908,89,0,.62,0,0,.20076101
2202,78,0,.56999999,0,0,.32499501
2306,75,0,.58999997,0,0,.275042
2114,84,0,.62,1,0,.28521401
2202,53,0,.56999999,0,0,.31879699
4607,53,0,.61000001,1,0,.30718201
4406,53,0,.63,1,1,.051391002
2301,65,0,.70999998,1,0,.057195
4102,78,0,.56,0,1,.134491
1806,26,0,.69,1,0,.105162
405,89,0,.67000002,0,0,.063366003
3004,61,0,.64999998,0,0,.112127
2306,65,0,.58999997,0,0,.261428
518,53,0,.69,1,0,.101175
1206,72,0,.63999999,0,0,.13640299
1806,53,0,.69,1,0,.097747996
2309,53,0,.67000002,1,0,.146382
1604,84,0,.63,1,0,.246004
518,26,0,.69,1,0,.096139997
2306,53,0,.58999997,0,0,.25581601
2801,38,0,.66000003,0,0,.081064001
3602,72,0,.62,0,0,.17822701
1908,78,0,.62,0,0,.178187
2202,65,0,.56999999,0,0,.30112401
518,65,0,.69,1,0,.090554997
1604,78,0,.63,1,0,.239921
3002,65,0,.64999998,1,0,.189916
3707,21,0,.67000002,0,0,.049520999
3602,65,0,.62,0,0,.17357101
4406,26,0,.63,1,1,.03215
2114,78,0,.62,1,0,.262568
2202,80,0,.56999999,0,0,.29715699
3002,53,0,.64999998,1,0,.18661299
2402,53,0,.63999999,1,1,.0022
405,78,0,.67000002,0,0,.042633999
2402,26,0,.63999999,1,1,.00069000002
800,75,0,.67000002,1,0,.13125201
2002,54,1,.66000003,0,0,.066319004
532,26,0,.66000003,1,0,.152913
1205,36,0,.63,0,0,.13824201
3320,82,0,.5,1,0,.55193299
2801,26,0,.66000003,0,0,.062913999
1006,5,0,.57999998,0,1,.055826999
3723,70,0,.62,0,0,.161146
3004,53,0,.64999998,0,0,.085063003
4201,26,0,.62,1,1,.042982001
2303,53,0,.62,1,0,.248565
2202,26,0,.56999999,0,0,.28366399
2115,53,0,.63,1,0,.223418
532,39,0,.66000003,1,0,.14726
3004,26,0,.64999998,0,0,.082604997
3002,26,0,.64999998,1,0,.171363
2114,65,0,.62,1,0,.24585401
918,23,0,.60000002,0,1,0
2002,53,0,.66000003,0,0,.056015
4102,65,0,.56,0,1,.098819003
2303,65,0,.62,1,0,.24445701
531,65,0,.70999998,1,0,.018851001
540,53,0,.67000002,0,0,.027791999
542,53,0,.63999999,0,0,.102249
1411,53,1,.63999999,1,0,.190777
2309,26,0,.67000002,1,0,.115308
4108,26,0,.62,1,1,.033771999
2115,26,0,.63,1,0,.214049
4402,53,0,.60000002,1,1,.081270002
531,26,0,.70999998,1,0,.011425
405,65,0,.67000002,0,0,.021153999
606,85,0,.63,0,0,.120785
542,65,0,.63999999,0,0,.095051996
4402,65,0,.60000002,1,1,.077909
405,26,0,.67000002,0,0,.018468
1908,65,0,.62,0,0,.14229999
405,53,0,.67000002,0,0,.017013
4103,65,0,.56999999,1,1,.14994
531,53,0,.70999998,1,0,.0057270001
3602,53,0,.62,0,0,.14014
3903,61,0,.52999997,1,1,.247447
906,70,0,.52999997,0,1,.15750401
1002,76,0,.61000001,1,1,.047226999
606,78,0,.63,0,0,.11333
2302,26,0,.66000003,0,0,.037537001
540,26,0,.67000002,0,0,.012109
531,75,1,.70999998,1,0,.00092100003
2115,59,0,.63,1,0,.200449
4103,53,0,.56999999,1,1,.144125
4605,65,0,.63999999,1,0,.17394
2114,53,0,.62,1,0,.223333
540,64,0,.67000002,0,0,.0090840003
3502,78,0,.63999999,1,0,.17269
1206,65,0,.63999999,0,0,.082624003
3315,26,0,.61000001,0,0,.157323
3723,65,0,.62,0,0,.131295
1205,26,0,.63,0,0,.103243
1002,65,0,.61000001,1,1,.035402
3723,53,0,.62,0,0,.126728
542,71,0,.63999999,0,0,.073880002
2604,58,0,.57999998,1,1,.106009
1409,26,0,.66000003,1,0,.11032
534,26,0,.63,1,0,.184201
4607,26,0,.61000001,1,0,.23268799
2002,26,0,.66000003,0,0,.017394001
1908,53,0,.62,0,0,.114928
1206,53,0,.63999999,0,0,.064116001
906,65,0,.52999997,0,1,.132503
1703,26,0,.69,1,0,.026938999
3411,61,0,.61000001,1,0,.22604901
534,53,0,.63,1,0,.17578501
800,26,0,.67000002,1,0,.075753003
606,65,0,.63,0,0,.085001998
1411,26,0,.63999999,1,0,.148279
542,26,0,.63999999,0,0,.058687001
4402,26,0,.60000002,1,1,.042027
534,61,0,.63,1,0,.172912
606,53,0,.63,0,0,.081923999
537,26,0,.63999999,0,0,.055801
1703,42,0,.69,1,0,.019721
2608,59,0,.51999998,1,1,.237481
2608,53,0,.51999998,1,1,.234685
4605,53,0,.63999999,1,0,.138743
1004,10,1,.60000002,1,1,.031222001
2303,66,1,.62,1,0,.186876
4102,53,0,.56,0,1,.040274002
2114,26,0,.62,1,0,.185496
800,53,0,.67000002,1,0,.059684001
3331,80,0,.52999997,0,0,.31926301
1002,26,0,.61000001,1,1,.002934
537,53,0,.63999999,0,0,.044039998
1002,53,0,.61000001,1,1,.002325
2604,53,0,.57999998,1,1,.075933002
3723,26,0,.62,0,0,.092336997
1507,71,0,.61000001,0,0,.116665
3602,26,0,.62,0,0,.089011997
1507,26,0,.61000001,0,0,.113464
2306,26,0,.58999997,0,0,.161892
537,61,0,.63999999,0,0,.036975998
3903,26,0,.52999997,1,1,.19486
800,65,0,.67000002,1,0,.0504
906,53,0,.52999997,0,1,.103918
1409,64,0,.66000003,1,0,.07412
3706,24,0,.63,1,0,.148607
1507,65,0,.61000001,0,0,.108859
4102,26,0,.56,0,1,.027590999
1206,26,0,.63999999,0,0,.028616
2111,78,0,.58999997,0,0,.150012
3903,53,0,.52999997,1,1,.183056
1604,26,0,.63,1,0,.13903201
1507,53,0,.61000001,0,0,.096291997
3502,65,0,.63999999,1,0,.10854
3201,53,0,.63,1,0,.13299499
2111,53,0,.58999997,0,0,.143085
4205,26,0,.60000002,1,1,0
3502,53,0,.63999999,1,0,.104327
1604,65,0,.63,1,0,.128425
1604,53,0,.63,1,0,.12747499
3320,78,0,.5,1,0,.449357
502,68,0,.57999998,0,0,.16011401
1908,26,0,.62,0,0,.059893001
904,71,0,.5,0,1,.153237
2604,26,0,.57999998,1,1,.042720001
1810,22,0,.67000002,1,0,.024021
606,26,0,.63,0,0,.030529
3502,81,0,.63999999,1,0,.093906999
3411,53,0,.61000001,1,0,.167108
2111,26,0,.58999997,0,0,.125341
3502,26,0,.63999999,1,0,.084738001
906,26,0,.52999997,0,1,.062261
4405,76,0,.54000002,1,1,.124945
2111,84,1,.58999997,0,0,.113041
2111,65,0,.58999997,0,0,.112727
4605,26,0,.63999999,1,0,.072447002
2608,26,0,.51999998,1,1,.164768
904,65,0,.5,0,1,.123533
3411,26,0,.61000001,1,0,.14431199
2404,65,0,.54000002,1,1,.111627
4103,26,0,.56999999,1,1,.036706999
3405,69,0,.60000002,0,0,.076109998
2106,84,0,.57999998,1,0,.214793
3303,2,0,.56999999,1,0,.239696
3331,78,0,.52999997,0,0,.246939
3718,12,0,.62,1,0,.111604
1302,73,0,.63,1,0,.083917998
515,26,0,.66000003,1,0,.0086120004
2106,78,0,.57999998,1,0,.20764101
1403,64,1,.62,1,0,.107733
538,75,0,.58999997,0,0,.093000002
502,65,0,.57999998,0,0,.114643
1302,65,0,.63,1,0,.078566998
702,73,0,.63,1,0,.077464998
904,53,0,.5,0,1,.105406
512,65,0,.50999999,0,0,.28623599
100,50,1,.62,0,0,.010986
2102,81,0,.54000002,0,0,.209149
3902,76,0,.51999998,0,1,.052638002
2102,78,0,.54000002,0,0,.207435
3902,65,0,.51999998,0,1,.048757002
100,26,0,.62,0,0,.0034419999
2501,53,0,.60000002,1,0,.14275201
914,39,0,.54000002,1,1,.086065002
3323,75,0,.61000001,1,0,.116573
1203,75,0,.63,1,0,.066504002
2501,26,0,.60000002,1,0,.13841499
538,26,0,.58999997,0,0,.072893001
3006,75,0,.61000001,1,0,.112291
2605,56,0,.51999998,1,1,.130615
2404,53,0,.54000002,1,1,.078152999
3201,71,0,.63,1,0,.056527
3314,65,0,.60000002,0,0,.040998001
2605,53,0,.51999998,1,1,.123251
1504,61,0,.60000002,1,0,.129383
3902,53,0,.51999998,0,1,.033270001
502,53,0,.57999998,0,0,.088656001
3405,65,0,.60000002,0,0,.038343001
538,65,0,.58999997,0,0,.062573999
1201,53,0,.60000002,0,0,.035551
3405,53,0,.60000002,0,0,.035523999
1201,65,0,.60000002,0,0,.035477001
1201,75,0,.60000002,0,0,.033403002
2501,61,0,.60000002,1,0,.122756
3902,26,0,.51999998,0,1,.026691999
1302,53,0,.63,1,0,.047570001
2308,27,0,.57999998,0,0,.078551002
1422,26,0,.63999999,1,0,.01791
1203,53,0,.63,1,0,.042824
2308,26,0,.57999998,0,0,.077734999
3006,53,0,.61000001,1,0,.091794997
1203,65,0,.63,1,0,.041529
2106,65,0,.57999998,1,0,.165236
1417,40,0,.63999999,1,0,.01332
1508,60,0,.61000001,1,0,.087939002
3006,65,0,.61000001,1,0,.087718002
3320,65,0,.5,1,0,.36178699
4800,65,0,.55000001,0,0,.14754
3314,77,0,.60000002,0,0,.021802999
1417,26,0,.63999999,1,0,.0086749997
3904,71,1,.51999998,1,1,.101188
2611,68,1,.5,0,1,.061462998
602,46,0,.62,1,0,.057045002
2611,65,0,.5,0,1,.060984001
3405,26,0,.60000002,0,0,.017217999
3201,65,0,.63,1,0,.030696999
1422,53,0,.63999999,1,0,.0049089999
1422,64,0,.63999999,1,0,.004226
3314,53,0,.60000002,0,0,.012202
1403,26,0,.62,1,0,.051353
3330,78,0,.56,1,0,.20092499
1403,53,0,.62,1,0,.051052
2106,53,0,.57999998,1,0,.149195
1203,26,0,.63,1,0,.024331
2102,65,0,.54000002,0,0,.155853
3715,57,0,.56999999,0,0,.080689996
2102,53,0,.54000002,0,0,.15456399
538,53,0,.58999997,0,0,.0298
3201,26,0,.63,1,0,.018362001
1201,26,0,.60000002,0,0,.0036820001
2611,53,0,.5,0,1,.047228001
1302,26,0,.63,1,0,.016421
904,26,0,.5,0,1,.045340002
4405,53,0,.54000002,1,1,.033744
3314,26,0,.60000002,0,0,0
4405,65,0,.54000002,1,1,.031870998
702,26,0,.63,1,0,.012006
3327,65,0,.56999999,0,0,.071699001
702,65,0,.63,1,0,.010465
1504,53,0,.60000002,1,0,.085228004
3301,82,0,.5,1,0,.33456001
702,53,0,.63,1,0,.010172
3327,71,0,.56999999,0,0,.069968
3715,53,0,.56999999,0,0,.069720998
512,53,0,.50999999,0,0,.218991
523,17,0,.63,1,0,.0087059997
1508,53,0,.61000001,1,0,.057714999
3006,26,0,.61000001,1,0,.057100002
3715,5,0,.56999999,0,0,.066969998
3331,65,0,.52999997,0,0,.16549601
3323,53,0,.61000001,1,0,.054515999
2303,26,0,.62,1,0,.029323
4301,26,0,.58999997,0,0,.014187
4405,26,0,.54000002,1,1,.021326
3323,65,0,.61000001,1,0,.052219
602,26,0,.62,1,0,.023642
4301,49,0,.58999997,0,0,.0089809997
502,26,0,.57999998,0,0,.032457002
2102,26,0,.54000002,0,0,.12942
1418,53,0,.54000002,0,0,.12860399
914,31,0,.54000002,1,1,.012026
2404,75,0,.54000002,1,1,.010342
2112,44,0,.52999997,1,0,.238637
2404,26,0,.54000002,1,1,.0072019999
3331,53,0,.52999997,0,0,.14802
3904,65,0,.51999998,1,1,.056058001
3327,53,0,.56999999,0,0,.046831999
2106,26,0,.57999998,1,0,.109944
501,31,1,.62,1,0,.0081789996
4800,53,0,.55000001,0,0,.092472002
501,26,0,.62,1,0,.0066860002
1508,26,0,.61000001,1,0,.029736999
3301,78,0,.5,1,0,.30076599
2502,20,0,.55000001,0,0,.085813001
3202,71,1,.56999999,0,0,.035626002
2611,26,0,.5,0,1,.003608
4602,70,0,.57999998,1,0,.096694998
3323,26,0,.61000001,1,0,.021811999
2103,53,0,.56999999,1,0,.117486
3330,65,0,.56,1,0,.1406
2207,53,0,.54000002,0,0,.100508
4800,26,0,.55000001,0,0,.074878
1405,26,0,.61000001,1,0,.014455
1405,57,0,.61000001,1,0,.014002
3327,26,0,.56999999,0,0,.023910001
1405,53,0,.61000001,1,0,.012849
4214,9,0,.52999997,1,1,.0010930001
530,13,0,.58999997,1,0,.056906
2605,26,0,.51999998,1,1,.024541
3202,26,0,.56999999,0,0,.015869001
3202,65,0,.56999999,0,0,.011955
1510,65,0,.60000002,1,0,.025133001
2207,61,1,.54000002,0,0,.084515996
1418,64,0,.54000002,0,0,.082245
3202,53,0,.56999999,0,0,.0068729999
2902,53,0,.56,0,0,.030571001
2902,60,0,.56,0,0,.030113
1418,26,0,.54000002,0,0,.079489999
1510,53,0,.60000002,1,0,.017858
1421,1,0,.52999997,0,0,.103014
1510,26,0,.60000002,1,0,.017428
3904,53,0,.51999998,1,1,.01025
4213,50,1,.51999998,1,1,.0094849998
512,26,0,.50999999,0,0,.148544
2207,26,0,.54000002,0,0,.072985999
3801,18,0,.56,0,0,.022593001
4602,65,0,.57999998,1,0,.060626
3904,26,0,.51999998,1,1,.0039090002
4213,26,0,.51999998,1,1,.00098400004
2902,26,0,.56,0,0,.015628001
544,14,0,.58999997,1,0,.028915999
4501,42,1,.55000001,0,0,.037978999
3330,53,0,.56,1,0,.102168
1504,26,0,.60000002,1,0,.00034999999
1702,57,0,.60000002,1,0,.000086
1702,53,0,.60000002,1,0,0
1702,26,0,.60000002,1,0,0
2307,44,0,.52999997,0,0,.08495
1505,53,0,.56,1,0,.099109001
4302,53,1,.56999999,1,0,.073904999
1505,61,0,.56,1,0,.095041998
2103,26,0,.56999999,1,0,.062809996
508,65,0,.55000001,1,0,.112273
2112,26,0,.52999997,1,0,.16189399
508,26,0,.55000001,1,0,.1114
4302,26,0,.56999999,1,0,.056937002
3708,15,0,.56,1,0,.081350997
4602,26,0,.57999998,1,0,.028794
4602,53,0,.57999998,1,0,.02857
3301,65,0,.5,1,0,.22587
3330,83,0,.56,1,0,.074643001
508,53,0,.55000001,1,0,.097549997
1505,26,0,.56,1,0,.072323002
1503,25,0,.54000002,0,0,.031821001
2307,26,0,.52999997,0,0,.056138001
3320,53,0,.5,1,0,.21975499
4501,26,0,.55000001,0,0,.0024270001
1707,5,1,.57999998,1,0,.013366
519,53,0,.5,0,0,.121893
536,63,1,.54000002,1,0,.11135
508,75,0,.55000001,1,0,.086057998
3605,40,1,.5,0,0,.119746
1502,5,0,.52999997,1,0,.131143
519,26,0,.5,0,0,.108419
3319,78,0,.56,1,0,.047015999
3319,65,0,.56,1,0,.045699999
3330,26,0,.56,1,0,.040187001
3331,26,0,.52999997,0,0,.024388
3319,53,0,.56,1,0,.020847
3605,26,0,.5,0,0,.080477998
3501,2,0,.51999998,0,0,.024289001
3301,53,0,.5,1,0,.161386
3319,26,0,.56,1,0,.0069860001
536,53,0,.54000002,1,0,.056260001
3319,89,0,.56,1,0,.00077500002
3003,71,1,.50999999,1,0,.122412
3101,29,1,.5,0,0,.037255
2802,52,0,.5,1,0,.119161
3101,26,0,.5,0,0,.024214
4503,53,1,.5,1,0,.103818
536,26,0,.54000002,1,0,.0035379999
3003,65,0,.50999999,1,0,.066707999
3320,26,0,.5,1,0,.060644999
3003,53,0,.50999999,1,0,.020835999
1901,6,0,.5,1,0,.040337998
3003,26,0,.50999999,1,0,.015244
3301,26,0,.5,1,0,.015006
4503,26,0,.5,1,0,.01375
1404,5,1,.5,1,0,.011779
2802,26,0,.5,1,0,.0065179998
